Family	Genus	species	Genus_species	species_lsid	author	year	parentheses	distribution_WSC	Notes	Citation_WSC	Measured	Ecological_classification	Guild	Cave_deep	Cave_entr	SSH	External	Alien	Verticality	Pigment	Eyeless	Eyes_regression	Leg_elongation	Body_length_min_f	Body_length_max_f	Body_length_min_m	Body_length_max_m	Body_length_avg_f	Body_length_avg_m	Sexual_Size_Dimorphism	Body_length_avg	Prosoma_length_f	Prosoma_length_m	Prosoma_length_avg	Prosoma_width_f	Prosoma_width_m	Prosoma_width_avg	Prosoma_shape	Prosoma_height_f	Prosoma_height_m	Prosoma_height_avg	Profile_flattening	Femur_I_length_f	Femur_I_length_m	Femur_I_length_avg	Femur_elongation	Tibia_I_length_f	Tibia_I_length_m	Tibia_I_length_avg	Tibia_elongation 	Fang_length_f	Fang_length_m	Fang_length_avg	Clypeus_height_f	Clypeus_height_m	Clypeus_height_avg	AME	AME_type	ALE	PME	PLE	Eye_reduction_ratio	AME-ALE	PME-PLE	Capture_web	Sensing_web	No_web	Tube_web	Sheet_web	Space_web	Orb_web	Ambush_hunter	Active_hunter	Food_specialist	Dispersal
Linyphiidae	Troglohyphantes	confusus	Troglohyphantes confusus	urn:lsid:nmbe.ch:spidersp:013030	Kratochvi­l	1939	0	Slovenia	small mammals burrows: MSS.	Deeleman-Reinhold, C. L. (1978b). Revision of the cave-dwelling and related spiders of the genus Troglohyphantes Joseph (Linyphiidae), with special reference to the Yugoslav species. Slovenska Akademija Znanosti in Umetnosti, Razred za Prirodoslovne Vede, Classis IV, Historia Naturalis (Prirod. Vede) 23: 1-220.; Kratochvíl, J. (1939). À propos des deux araignées cavernicoles de Yougoslavie. Věstník Československé Zoologické Společnosti v Praze 6-7: 279-289.; Polenec, A. (1977). Beitrag zur Kenntnis der Spinnenfauna des Berglandes von Skofja Loka. Loški Razgledi 24: 164-172.	yes	Troglophile	Sheet	0	1	1	1	0	Soil + Wall	Fully	0	0	0	NA	2,85	2,15	2,45	2,85	2,3	0,807	2,575	1,1	1,06	1,08	0,96	0,96	0,96	1,125	0,43	0,43	0,43	0,398	1,58	1,63	1,605	0,623	1,65	1,82	1,735	0,674	NA	NA	NA	NA	NA	NA	0,04	Present	NA	0,07	0,06	NA	NA	0,035	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	cruentus	Troglohyphantes cruentus	urn:lsid:nmbe.ch:spidersp:013033	Brignoli	1971	0	Slovenia	-	Brignoli, P. M. (1971c). Contributo alla conoscenza dei ragni cavernicoli della Jugoslavia. Fragmenta Entomologica 7: 103-119.; Deeleman-Reinhold, C. L. (1978b). Revision of the cave-dwelling and related spiders of the genus Troglohyphantes Joseph (Linyphiidae), with special reference to the Yugoslav species. Slovenska Akademija Znanosti in Umetnosti, Razred za Prirodoslovne Vede, Classis IV, Historia Naturalis (Prirod. Vede) 23: 1-220.	yes	Troglophile	Sheet	0	0	0	1	0	Soil + Wall	Fully	0	0	0	NA	NA	2,51	2,65	NA	2,65	NA	2,65	NA	1,105	1,105	NA	1,02	1,06	1,042	NA	0,48	NA	NA	NA	1,73	1,73	0,653	NA	1,8	1,8	0,679	NA	NA	NA	NA	NA	NA	0,045	Present	NA	0,07	0,055	NA	NA	0,04	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	inermis	Troglohyphantes inermis	urn:lsid:nmbe.ch:spidersp:013061	Deeleman-Reinhold	1978	0	North Macedonia	-	Deeleman-Reinhold_1978b	no	Troglobiont	Sheet	1	0	0	0	0	Soil + Wall	Partly	0	0	0	NA	3,12	NA	2,64	3,12	2,64	0,846	2,88	1,32	1,08	1,2	0,98	0,91	0,945	1,27	0,38	0,34	0,36	0,3	2,88	2,64	2,76	0,958	3,02	2,88	2,95	1,024	NA	NA	NA	NA	NA	NA	0,045	Present	NA	0,068	0,058	NA	NA	0,045	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	sbordonii	Troglohyphantes sbordonii	urn:lsid:nmbe.ch:spidersp:013107	Brignoli	1975	0	Austria, Italy, Slovenia	unspecified if Deep or Entrance, howewer in caves	Brignoli_1975c/Deeleman-Reinhold/Thaler_1982b//Gasparo_2000b	no	Troglophile	Sheet	1	1	0	1	0	Soil + Wall	Fully	0	0	0	2,5	3,2	2,5	3,1	2,85	2,8	0,982	2,825	1,2	1,2	1,2	0,87	0,96	0,915	1,311	NA	NA	NA	NA	2,05	2,25	2,15	0,761	2,25	2,42	2,335	0,827	NA	NA	NA	NA	NA	NA	0,045	Present	NA	0,06	0,07	NA	NA	0,05	1	0	0	0	1	1	0	0	0	0	1
Linyphiidae	Troglohyphantes	diabolicus	Troglohyphantes diabolicus	urn:lsid:nmbe.ch:spidersp:013038	Deeleman-Reinhold	1978	0	Slovenia	small mammals burrows: MSS	Deeleman-Reinhold C L (1978b) Revision of the cave-dwelling and related spiders of the genus Troglohyphantes Joseph (Linyphiidae), with special reference to the yugoslav species. Slovenska Akademija Znanosti in Umetnosti, Razred za Prirodoslovne Vede, Classis IV, Historia Naturalis (Prirod. Vede) 23: 1-220	yes	Troglophile	Sheet	0	1	1	1	0	Soil + Wall	Variable	0	0	0	NA	3,36	NA	2,93	3,36	2,93	0,872	3,145	1,09	1,115	1,103	0,915	1,015	0,965	1,142	NA	NA	NA	NA	1,92	1,94	1,93	0,614	2,3	NA	2,3	0,731	NA	NA	NA	NA	NA	NA	0,05	Present	NA	0,058	0,055	NA	NA	0,055	1	0	0	0	1	1	0	0	0	0	1
Linyphiidae	Troglohyphantes	gamsi	Troglohyphantes gamsi	urn:lsid:nmbe.ch:spidersp:013051	Deeleman-Reinhold	1978	0	Slovenia	-	Deeleman-Reinhold_1978b	no	Troglophile	Sheet	0	1	0	1	0	Soil	Partly	0	0	0	NA	2,6	NA	2,4	2,6	2,4	0,923	2,5	1,2	1,06	1,13	0,96	0,86	0,91	1,242	0,38	0,38	0,38	0,336	2,3	2,64	2,47	0,988	2,45	NA	2,45	0,98	NA	NA	NA	NA	NA	NA	0,055	Present	NA	0,068	0,07	NA	NA	0,025	1	0	0	0	1	1	0	0	0	0	1
Linyphiidae	Troglohyphantes	gracilis	Troglohyphantes gracilis	urn:lsid:nmbe.ch:spidersp:013055	Fage	1919	0	Slovenia	-	Deeleman-Reinhold_1978b	no	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	0	0	2,98	3,82	NA	3,12	3,4	3,12	0,918	3,26	1,44	1,34	1,39	1,06	1,2	1,13	1,23	NA	NA	NA	NA	2,815	2,93	2,873	0,881	2,92	3,12	3,02	0,926	NA	NA	NA	NA	NA	NA	0,055	Present	NA	0,07	0,07	NA	NA	0,05	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	spinipes	Troglohyphantes spinipes	urn:lsid:nmbe.ch:spidersp:013116	Fage	1919	0	Slovenia	unspecified if Deep or Entrance, howewer in caves	Fage_1919/Kratochvíl_1934/Deeleman-Reinhold_1978b	yes	Troglophile	Sheet	0	1	0	0	0	Soil + Wall	Partly	0	0	0	2,7	3,9	NA	3,6	3,3	3,6	1,091	3,45	1,49	1,44	1,465	1,34	1,2	1,27	1,154	NA	NA	NA	NA	2,665	2,965	2,815	0,816	2,98	3,26	3,12	0,904	NA	NA	NA	NA	NA	NA	0,055	Present	NA	0,08	0,07	NA	NA	0,058	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	affinis	Troglohyphantes affinis	urn:lsid:nmbe.ch:spidersp:013007	Kulczynski	1914	1	Croatia, Bosnia and Herzegovina	Croatian Biospeleological Society collection: mesured sample CBSSAR 188 female	Deeleman-Reinhold, C. L. (1978b). Revision of the cave-dwelling and related spiders of the genus Troglohyphantes Joseph (Linyphiidae), with special reference to the Yugoslav species. Slovenska Akademija Znanosti in Umetnosti, Razred za Prirodoslovne Vede, Classis IV, Historia Naturalis (Prirod. Vede) 23: 1-220.; Kratochvil_1934/Fage_1919/Kulczyński, W. (1914). Aranearum species novae minusve cognitae, in montibus Kras dictis a Dre C. Absolon aliisque collectae. Bulletin International de l'Academie des Sciences de Cracovie 1914: 353-387, pl. 16.	no	Troglobiont	Sheet	1	0	0	0	0	Soil + Wall	Depigmented	1	0	0	2,37	2,87	2,1	2,25	2,62	2,175	0,83	2,398	1,04	0,95	0,995	0,84	0,72	0,78	1,276	0,386	NA	NA	NA	2,115	2,06	2,088	0,871	2,12	2,16	2,14	0,893	0,412	NA	NA	NA	NA	NA	NA	Absent_Adaptation	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	fallax	Troglohyphantes fallax	urn:lsid:nmbe.ch:spidersp:013047	Deeleman-Reinhold	1978	0	Bosnia and Herzegovina	unspecified if Deep or Entrance, howewer in caves	Deeleman-Reinhold_1978b	no	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	1	0	0	NA	3,12	NA	2,78	3,12	2,78	0,891	2,95	1,2	1,3	1,25	1,06	1,2	1,13	1,106	NA	NA	NA	NA	2,74	2,78	2,76	0,936	2,88	3,12	3	1,017	NA	NA	NA	NA	NA	NA	NA	Absent_Adaptation	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	fugax	Troglohyphantes fugax	urn:lsid:nmbe.ch:spidersp:013049	Kulczynski	1914	1	Bosnia and Herzegovina	unspecified if Deep or Entrance, howewer in caves; Croatian Biospeleological Society collection: measured samples CBSSAR 791 female	Kulczyński_1914/Fage_1919/Deeleman-Reinhold_1978b	no	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	1	0	0	2,2	4,12	NA	NA	3,16	NA	NA	3,16	1,54	1,45	1,495	1,295	1,18	1,238	1,208	0,506	NA	NA	NA	3,02	2,65	2,835	0,897	3,085	2,82	2,953	0,934	0,363	NA	NA	NA	NA	NA	NA	Absent_Adaptation	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	lesserti	Troglohyphantes lesserti	urn:lsid:nmbe.ch:spidersp:013072	Kratochvi­l	1935	0	Montenegro	record for Bosnia and Herzegovina is probably wrong; Croatian Biospeleological Society collections CBSSAR 6109 female & 5093 male	Kratochvíl, J. (1935c). Araignées cavernicoles de Krivošije. Práce Moravské Přírodovědecké Společnosti 9(12): 1-25. ;Deeleman-Reinhold_1978b	no	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	1	0	0	3,36	4,2	3,5	3,84	3,53	3,67	1,04	3,6	1,44	1,78	1,61	1,34	1,3	1,32	1,22	0,329	0,357	NA	NA	3,416	3,12	3,268	0,908	3,614	3,45	3,532	0,981	0,245	0,258	NA	NA	NA	NA	NA	Absent_Adaptation	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	liburnicus	Troglohyphantes liburnicus	urn:lsid:nmbe.ch:spidersp:013074	Caporiacco	1927	0	Croatia	Croatian Biospeleological Society collection: measured samples CBSSAR 2635 male & 6609 female	Caporiacco, L. di (1927a). Alcuni ragni del Carso liburnico. Bollettino della Società Entomologica Italiana 59: 41-45.; Deeleman-Reinhold_1978b	yes	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	1	0	1	4,5	4,9	3,698	4,32	4,7	4,32	0,919	4,51	2,08	2,06	2,07	1,78	1,68	1,73	1,197	0,503	0,606	NA	NA	4,2	4,32	4,26	0,945	4,9	4,61	4,755	1,054	0,382	0,417	NA	NA	NA	NA	NA	Absent_Adaptation	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	pugnax	Troglohyphantes pugnax	urn:lsid:nmbe.ch:spidersp:013097	Deeleman-Reinhold	1978	0	Bosnia and Herzegovina	unspecified if Deep or Entrance, howewer in caves; Croatian Biospeleological Society collection: measured samples CBSSAR 5348 female & 5345 male	Deeleman-Reinhold_1978b	no	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	1	0	1	3,111	3,84	3,354	3,41	3,84	3,41	0,888	3,625	1,44	1,58	1,51	1,2	1,53	1,365	1,106	0,452	0,537	NA	NA	3,26	3,55	3,405	0,939	3,22	3,65	3,435	0,948	0,255	0,346	NA	NA	NA	NA	NA	Absent_Adaptation	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	roberti	Troglohyphantes roberti	urn:lsid:nmbe.ch:spidersp:013102	Deeleman-Reinhold	1978	0	Croatia	Croatian Biospeleological Society collection: measured samples CBSSAR 5266 male & female	Deeleman-Reinhold_1978b	no	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	1	0	1	3,807	5,28	3,468	5	5,28	5	0,947	5,14	1,667	1,803	1,735	1,554	1,58	1,567	1,107	0,517	0,512	NA	NA	4,51	4,56	4,535	0,882	4,51	4,8	4,655	0,906	0,338	0,38	NA	NA	NA	NA	NA	Absent_Adaptation	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	salax	Troglohyphantes salax	urn:lsid:nmbe.ch:spidersp:013106	Kulczynski	1914	1	Bosnia and Herzegovina	unspecified if Deep or Entrance, howewer in caves; Croatian Biospeleological Society collection: measured samples CBSSAR 3689 male & 4454 female; record for Croatia is wrong	Kulczyński_1914/Fage_1919/Kratochvíl_1934/Deeleman-Reinhold_1978b	no	Troglobiont	Sheet	1	0	0	0	0	Soil + Wall	Depigmented	1	0	0	2,5	2,9	2,88	3,24	2,7	3,05	1,13	2,875	1,17	1,39	1,28	0,93	1,245	1,088	1,177	0,38	0,532	0,456	0,356	2,215	2,715	2,465	0,857	2,27	2,845	2,558	0,89	0,268	0,351	NA	NA	NA	NA	NA	Absent_Adaptation	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	strandi	Troglohyphantes strandi	urn:lsid:nmbe.ch:spidersp:013117	Absolon & Kratochvi­l	1932	0	Croatia	Croatian Biospeleological Society collection: measured samples CBSSAR 7000 female & 6361 male	Absolon&Kratochvíl_1932/Kratochvíl_1934/Deeleman-Reinhol_ 1978b	no	Troglobiont	Sheet	1	0	0	0	0	Soil + Wall	Depigmented	1	0	1	3,26	3,6	3,307	3,6	3,74	3,6	0,963	3,67	1,44	1,53	1,485	1,25	1,44	1,345	1,104	0,443	0,5	NA	NA	3,15	3,26	3,205	0,873	3,285	3,5	3,393	0,924	0,301	0,327	NA	NA	NA	NA	NA	Absent_Adaptation	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	adjaricus	Troglohyphantes adjaricus	urn:lsid:nmbe.ch:spidersp:013006	Tanasevitch	1987	0	Caucasus (Russia, Georgia)	-	Tanasevitch_1987	yes	Troglophile	Sheet	0	0	0	1	0	Soil + Wall	Depigmented	0	0	1	NA	NA	NA	2,5	NA	2,5	NA	2,5	NA	1,15	NA	NA	0,95	0,95	NA	NA	NA	NA	NA	NA	1,8	NA	NA	NA	2	2	0,8	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	affirmatus	Troglohyphantes affirmatus	urn:lsid:nmbe.ch:spidersp:013008	Simon	1913	1	Spain	-	Fage1919/Simon1913	no	Troglobiont	Sheet	1	0	0	0	0	Soil + Wall	Depigmented	0	0	1	3,5	4	NA	NA	3,75	NA	NA	3,75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2,39	NA	NA	NA	2,37	NA	2,37	0,632	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	albopictus	Troglohyphantes albopictus	urn:lsid:nmbe.ch:spidersp:013009	Pesarini	1989	0	Italy	-	Pesarini_1989/Pesarini_2001b	no	Troglophile	Sheet	0	0	0	1	0	Soil + Wall	Fully	0	0	1	NA	NA	3,9	3,9	NA	3,9	NA	3,9	NA	1,6	1,6	NA	1,4	1,4	1,143	NA	NA	NA	NA	NA	3,4	NA	NA	NA	3,7	3,7	0,949	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	alluaudi	Troglohyphantes alluaudi	urn:lsid:nmbe.ch:spidersp:013010	Fage	1919	0	Spain	-	Fage1919/Deeleman_Reinhold_1978b	yes	Troglophile	Sheet	1	0	0	1	0	Soil + Wall	Depigmented	0	0	0	NA	3,7	NA	3,5	3,7	3,5	0,946	3,6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2,9	2,8	2,85	0,792	2,9	3,06	2,98	0,828	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	1
Linyphiidae	Troglohyphantes	balazuci	Troglohyphantes balazuci	urn:lsid:nmbe.ch:spidersp:013011	Dresco	1956	0	France	unspecified if Deep or Entrance, howewer in caves	Dresco_1956b	no	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	0	1	NA	3,5	NA	NA	3,5	NA	NA	3,5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	birsteini	Troglohyphantes birsteini	urn:lsid:nmbe.ch:spidersp:013012	Charitonov	1947	0	Caucasus (Russia, Georgia)	Lingua russa	Charitov_1947b/Pichka_1965	no	Troglobiont	Sheet	1	0	0	0	0	Soil + Wall	Depigmented	0	0	1	NA	NA	NA	NA	NA	NA	NA	3	2,15	2,13	2,14	1,8	1,8	1,8	1,189	NA	1,75	NA	NA	4,9	5,2	5,05	1,683	5,3	5,38	5,34	1,78	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	bolivarorum	Troglohyphantes bolivarorum	urn:lsid:nmbe.ch:spidersp:013013	Machado	1939	0	Spain	-	Machado_1939/Barrientos_et_al_2014	yes	Troglophile	Sheet	1	1	0	1	0	Soil + Wall	Variable	0	0	1	NA	3,5	NA	3,5	3,5	3,5	1	3,5	NA	1,32	1,32	NA	1,03	1,03	1,282	NA	NA	NA	NA	NA	2,16	NA	NA	NA	2,26	2,26	0,646	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	bureschianus	Troglohyphantes bureschianus	urn:lsid:nmbe.ch:spidersp:013019	Deltshev	1975	0	Bulgaria	-	Deltshev_1975a	no	Troglobiont	Sheet	1	0	0	0	0	Soil + Wall	Depigmented	0	0	0	NA	2,59	NA	2,45	2,59	2,45	0,946	2,52	1,01	1,15	1,08	0,86	1,01	0,935	1,155	NA	NA	NA	NA	1,5	1,73	1,615	0,641	1,64	NA	1,64	0,651	NA	NA	NA	0,17	0,25	0,21	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	caecus	Troglohyphantes caecus	urn:lsid:nmbe.ch:spidersp:013020	Fage	1919	0	France	-	Fage_1919/Dresco_1956b	no	Troglobiont	Sheet	1	0	0	0	0	Soil + Wall	Depigmented	0	1	0	NA	3	NA	2,7	3	2,7	0,9	2,85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2,53	2,7	2,615	0,918	2,64	2,85	2,745	0,963	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	cantabricus	Troglohyphantes cantabricus	urn:lsid:nmbe.ch:spidersp:013022	Simon	1911	0	Spain	-	Simon_1911a/Fage_1919/ Fernández-Pérez_Castro_&_Prieto_2014	no	Troglobiont	Sheet	1	0	0	0	0	Soil + Wall	Depigmented	0	1	0	3,5	6	NA	5	4,75	5	1,053	4,875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2,2	NA	2,2	0,451	2,2	NA	2,2	0,451	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	caporiaccoi	Troglohyphantes caporiaccoi	urn:lsid:nmbe.ch:spidersp:013023	Brignoli	1971	0	Italy	-	brignoli_1971_d	no	Troglobiont	Sheet	1	0	0	0	0	Soil + Wall	Depigmented	0	1	0	NA	2,5	NA	2,4	2,5	2,4	0,96	2,45	1	1	1	0,75	0,8	0,775	1,29	NA	NA	NA	NA	1,75	1,7	1,725	0,704	1,9	1,75	1,825	0,745	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	cavadinii	Troglohyphantes cavadinii	urn:lsid:nmbe.ch:spidersp:013025	Pesarini	1989	0	Italy	-	Pesarini_1989	no	Troglobiont	Sheet	1	0	0	0	0	Soil + Wall	Depigmented	0	1	1	NA	NA	NA	NA	NA	NA	NA	2	NA	1,07	1,07	NA	0,93	0,93	1,151	NA	NA	NA	NA	NA	2,14	2,14	1,07	NA	2,26	2,26	1,13	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	cerberus	Troglohyphantes cerberus	urn:lsid:nmbe.ch:spidersp:013026	Simon	1884	1	Spain, France	unspecified if Deep or Entrance, howewer in caves.	Simon_1884a/Fage_1919	no	Troglophile	Sheet	1	1	0	1	0	Soil + Wall	Variable	0	0	1	3	6,1	NA	NA	4,55	NA	NA	4,55	2,5	2,4	2,45	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	2,14	NA	2,14	0,47	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	1
Linyphiidae	Troglohyphantes	charitonovi	Troglohyphantes charitonovi	urn:lsid:nmbe.ch:spidersp:013027	Tanasevitch	1987	0	Caucasus (Russia, Georgia)	-	Tanasevitch_1987	no	Troglophile	Sheet	0	0	0	1	0	Soil + Wall	Fully	0	0	0	NA	3,5	NA	2,8	3,5	2,8	0,8	3,15	1,4	1,25	1,325	1,15	1	1,075	1,233	NA	NA	NA	NA	1,9	1,75	1,825	0,579	2,1	2,15	2,125	0,675	NA	NA	NA	0,25	0,2	0,225	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	comottii	Troglohyphantes comottii	urn:lsid:nmbe.ch:spidersp:013029	Pesarini	1989	0	Italy	unspecified if Deep or Entrance, howewer in caves	Pesarini_1989	no	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	1	0	NA	NA	NA	NA	NA	NA	NA	1,8	NA	1,14	NA	NA	0,95	0,95	NA	NA	NA	NA	NA	NA	1,67	1,67	0,928	NA	1,79	1,79	0,994	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	deelemanae	Troglohyphantes deelemanae	urn:lsid:nmbe.ch:spidersp:013035	Tanasevitch	1987	0	Georgia	-	Tanasevitch_1987	yes	Troglophile	Sheet	0	1	0	0	0	Soil + Wall	Fully	0	0	0	4,35	4,35	4,22	4,22	4,35	4,22	0,97	4,285	1,8	1,85	1,825	1,35	1,45	1,4	1,304	NA	NA	NA	NA	2,55	2,65	2,6	0,607	2,7	2,7	2,7	0,63	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	diurnus	Troglohyphantes diurnus	urn:lsid:nmbe.ch:spidersp:013040	Kratochvi­l	1932	0	Austria, Slovenia, Croatia	-	Kratochvíl J (1932a) Prispevek k poznání Araneid stredni Slavonie. Sborník Vysoké Školy Zemědělské, Brno (C) 23: 1-16; Kratochvíl, J. (1934). Liste generale des Araignees cavernicoles en Yougoslavie. Prirodopis Životinjstva, 2, 165–226.	no	Troglophile	Sheet	0	1	0	1	0	Soil + Wall	Partly	0	0	1	2,75	3,1	NA	NA	3,1	NA	NA	3,1	1,2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2,14	NA	NA	NA	2,38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	1
Linyphiidae	Troglohyphantes	drenskii	Troglohyphantes drenskii	urn:lsid:nmbe.ch:spidersp:013043	Deltshev	1973	0	Bulgaria	unspecified if Deep or Entrance, howewer in caves	 Deltshev_1973a	yes	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	1	1	NA	2,93	NA	2,47	2,93	2,47	0,843	2,7	1,28	1,09	1,185	1,09	1,01	1,05	1,129	NA	NA	NA	NA	1,83	1,74	1,785	0,661	1,92	1,83	1,875	0,694	NA	NA	NA	0,24	0,24	0,24	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	furcifer	Troglohyphantes furcifer	urn:lsid:nmbe.ch:spidersp:013050	Simon	1884	1	Spain	unspecified if Deep or Entrance, howewer in caves	Simon_1884a/Fage_1919	no	Troglophile	Sheet	1	1	0	1	0	Soil + Wall	Partly	0	0	0	NA	3,5	NA	3,5	3,5	3,5	1	3,5	2,6	2,8	2,7	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2	0,571	2,2	NA	2,2	0,629	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	1
Linyphiidae	Troglohyphantes	gladius	Troglohyphantes gladius	urn:lsid:nmbe.ch:spidersp:013054	Wunderlich	1995	0	Turkey	-	Wunderlich_1995t	no	Troglophile	Sheet	0	1	0	1	0	Soil + Wall	Fully	0	0	0	NA	NA	NA	2,2	NA	2,2	NA	2,2	NA	1,05	NA	NA	0,95	0,95	NA	NA	NA	NA	NA	NA	1,8	1,8	0,818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	gregori	Troglohyphantes gregori	urn:lsid:nmbe.ch:spidersp:013056	Miller	1947	1	Czechia	-	Miller_1947/Buchar&Růžička_2002	yes	Troglophile	Sheet	0	1	0	1	0	Soil + Wall	Fully	0	0	0	NA	NA	NA	NA	NA	NA	NA	2	1,2	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1,8	NA	1,8	0,9	1,8	NA	1,8	0,9	NA	NA	NA	NA	NA	NA	NA	Present	NA	0,08	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
