Family	Genus	species	Genus_species	species_lsid	author	year	parentheses	distribution_WSC	Notes	Citation_WSC	Measured	Ecological_classification	Guild	Cave_deep	Cave_entr	SSH	External	Alien	Verticality	Pigment	Eyeless	Eyes_regression	Leg_elongation	Body_length_min_f	Body_length_max_f	Body_length_min_m	Body_length_max_m	Body_length_avg_f	Body_length_avg_m	Sexual_Size_Dimorphism	Body_length_avg	Prosoma_length_f	Prosoma_length_m	Prosoma_length_avg	Prosoma_width_f	Prosoma_width_m	Prosoma_width_avg	Prosoma_shape	Prosoma_height_f	Prosoma_height_m	Prosoma_height_avg	Profile_flattening	Femur_I_length_f	Femur_I_length_m	Femur_I_length_avg	Femur_elongation	Tibia_I_length_f	Tibia_I_length_m	Tibia_I_length_avg	Tibia_elongation 	Fang_length_f	Fang_length_m	Fang_length_avg	Clypeus_height_f	Clypeus_height_m	Clypeus_height_avg	AME	AME_type	ALE	PME	PLE	Eye_reduction_ratio	AME-ALE	PME-PLE	Capture_web	Sensing_web	No_web	Tube_web	Sheet_web	Space_web	Orb_web	Ambush_hunter	Active_hunter	Food_specialist	Dispersal
Linyphiidae	Troglohyphantes	iulianae	Troglohyphantes iulianae	urn:lsid:nmbe.ch:spidersp:013062	Brignoli	1971	0	Italy	-	Brignoli_1971d/Gasparo_2001/Pesarini_2001b/Isaia&Pantini_2010	no	Troglophile	Sheet	1	1	1	1	0	Soil + Wall	Depigmented	0	0	0	NA	2,35	2,4	2,6	2,35	2,5	1,064	2,425	1,05	1,08	1,065	0,8	0,89	0,845	1,26	0,404	0,363	0,384	0,36	1,55	1,59	1,57	0,647	1,65	1,63	1,64	0,676	NA	NA	NA	0,186	0,18	0,183	0,03	Present	0,048	0,06	0,05	0,257	0,05	0,059	1	0	0	0	1	1	0	0	0	0	1
Linyphiidae	Troglohyphantes	apenninicus	Troglohyphantes apenninicus	urn:lsid:nmbe.ch:spidersp:049227	Isaia, Mammola & Pantini	2017	0	Italy	-	Isaia_et_al_2017	no	Troglophile	Sheet	0	0	1	1	0	Soil + Wall	Fully	0	0	0	NA	2,84	NA	3,27	2,84	3,27	1,151	3,055	1,31	1,37	1,34	1,06	1,1	1,08	1,241	NA	NA	NA	NA	2,69	2,88	2,785	0,912	2,97	3,13	3,05	0,998	NA	NA	NA	0,25	0,31	0,28	0,06	Present	0,1	0,07	0,07	0,268	0,04	0,06	1	0	0	0	1	1	0	0	0	0	1
Linyphiidae	Troglohyphantes	caligatus	Troglohyphantes caligatus	urn:lsid:nmbe.ch:spidersp:013021	Pesarini	1989	0	Italy, Switzerland	-	Pesarini_1989	no	Troglophile	Sheet	0	0	0	1	0	Soil + Wall	Fully	0	0	0	NA	2,38	NA	2,01	2,38	2,01	0,845	2,195	0,873	0,97	0,922	0,863	0,9	0,882	1,045	0,303	0,369	0,336	0,365	1,44	1,38	1,41	0,642	1,44	1,36	1,4	0,638	NA	NA	NA	0,213	0,201	0,207	0,033	Present	0,065	0,06	0,065	0,269	0,049	0,068	1	0	0	0	1	1	0	0	0	0	1
Linyphiidae	Troglohyphantes	croaticus	Troglohyphantes croaticus	urn:lsid:nmbe.ch:spidersp:013032	Chyzer	1894	1	Croatia	Croatian Biospeleological Society collection: mesured samples CBSSAR 2269 male & 2269 & 6678 females	Chyzer&Kulczyński_1894/Fage_1919/Deeleman-Reinhold, C. L. (1978b). Revision of the cave-dwelling and related spiders of the genus Troglohyphantes Joseph (Linyphiidae), with special reference to the Yugoslav species. Slovenska Akademija Znanosti in Umetnosti, Razred za Prirodoslovne Vede, Classis IV, Historia Naturalis (Prirod. Vede) 23: 1-220	no	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	1	0	2,5	2,878	2,342	2,88	2,7	2,88	1,067	2,79	0,993	1,221	1,107	0,828	1,1	0,964	1,148	0,348	0,419	0,384	0,347	2,16	2,74	2,45	0,878	2,4	3,1	2,75	0,986	0,243	0,244	NA	0,169	0,211	0,19	0,035	Present	0,058	0,058	0,058	0,274	0,06	0,048	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	zanoni	Troglohyphantes zanoni	urn:lsid:nmbe.ch:spidersp:013132	Pesarini	1988	0	Italy	unspecified if Deep or Entrance, howewer in caves	Pesarini_1988a	yes	Troglophile	Sheet	1	1	0	1	0	Soil + Wall	Fully	0	1	0	NA	2,41	NA	2,5	2,41	2,5	1,037	2,455	1,08	1,19	1,135	0,83	0,93	0,88	1,29	0,323	0,455	0,389	0,343	1,48	1,6	1,54	0,627	1,56	1,74	1,65	0,672	NA	NA	NA	0,171	0,208	0,19	0,037	Present	0,053	0,055	0,067	0,279	0,056	0,051	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	svilajensis	Troglohyphantes svilajensis	urn:lsid:nmbe.ch:spidersp:013119	Kratochvi­l	1948	1	Croatia, Bosnia and Herzegovina	Croatian Biospeleological Society collection: measured samples CBSSAR 2407 female & 2408 male	Kratochvíl_1948/Deeleman-Reinhold_1978b	no	Troglobiont	Sheet	1	0	0	0	0	Soil + Wall	Depigmented	0	0	0	2,9	4,2	2,95	3,36	3,15	3,03	0,962	3,09	1,42	1,515	1,468	1,155	1,25	1,203	1,22	0,526	0,448	NA	NA	2,865	2,805	2,835	0,917	3,005	3,01	3,008	0,973	0,333	0,322	NA	0,192	0,244	0,218	0,053	Present	NA	0,075	0,06	0,287	NA	0,06	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	gestroi	Troglohyphantes gestroi	urn:lsid:nmbe.ch:spidersp:013052	Fage	1933	0	Italy	-	Fage_1933b/Brignoli_1971d	yes	Troglophile	Sheet	0	1	0	1	0	Soil + Wall	Depigmented	0	0	0	4,5	3,95	4	4,05	4,225	4,025	0,953	4,125	1,7	1,95	1,825	1,3	1,55	1,425	1,281	0,523	0,611	0,567	0,311	3	3,25	3,125	0,758	3,25	3,75	3,5	0,848	NA	NA	NA	0,278	0,297	0,288	0,057	Present	0,107	0,078	0,09	0,288	0,105	0,078	1	0	0	0	1	1	0	0	0	0	1
Linyphiidae	Troglohyphantes	schenkeli	Troglohyphantes schenkeli	urn:lsid:nmbe.ch:spidersp:013108	Miller	1937	1	Slovakia	-	Miller_1937 	no	Troglophile	Sheet	0	0	0	1	0	Soil + Wall	Partly	0	0	1	2	2,1	NA	NA	2,05	NA	NA	2,05	0,9	NA	0,9	0,72	NA	0,72	1,25	NA	NA	NA	NA	0,92	0,92	NA	NA	0,84	NA	0,84	0,41	NA	NA	NA	0,16	NA	0,16	0,044	Present	0,08	0,032	0,036	0,3	0,04	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	pretneri	Troglohyphantes pretneri	urn:lsid:nmbe.ch:spidersp:013096	Deeleman-Reinhold	1978	0	Montenegro, Albania	unspecified if Deep or Entrance, howewer in caves; Croatian Biospeleological Society collection: measured samples CBSSAR 3755 & 3757 males & 3753 & 3757 females	Deeleman-Reinhold_1978b	yes	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	1	1	2,965	3,347	2,714	2,87	NA	2,87	NA	2,87	1,269	1,2	1,235	1,07	1,2	1,2	1,029	0,402	0,445	NA	NA	2,278	2,78	NA	NA	2,808	2,93	2,869	1	0,316	0,325	NA	0,194	0,212	0,203	0,055	Present	0,071	0,06	0,07	0,315	0,067	0,085	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	fatalis	Troglohyphantes fatalis	urn:lsid:nmbe.ch:spidersp:013048	Pesarini	1988	0	Italy	unspecified if Deep or Entrance, howewer in caves	Pesarini_1988c	yes	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	0	0	NA	2,89	NA	2,92	2,89	2,92	1,01	2,905	1,17	1,3	1,235	0,968	1,07	1,019	1,212	0,401	0,51	0,456	0,369	1,75	1,93	1,84	0,633	1,92	2,14	2,03	0,699	NA	NA	NA	0,216	0,228	0,222	0,049	Present	0,077	0,08	0,078	0,32	0,062	0,055	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	dinaricus	Troglohyphantes dinaricus	urn:lsid:nmbe.ch:spidersp:013039	Kratochvi­l	1948	1	Croatia	unspecified if Deep or Entrance, howewer in caves; Croatian Biospeleological Society collection: measured samples CBSSAR 278 female & 280 male	Kratochvíl J (1948) Étude sur les araignées cavernicoles du genre Stygohyphantes gen. nov. Věstník Československé Zoologické Společnosti v Praze 12: 3-24	no	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	0	0	3,19	3,3	2,62	2,85	3,245	2,735	0,843	2,99	1,206	1,403	NA	1,08	1,237	NA	NA	0,461	0,557	NA	NA	2,55	2,4	2,475	0,828	2,67	2,51	2,59	0,866	0,275	0,335	NA	0,17	0,227	0,199	0,056	Present	0,072	0,066	0,067	0,329	0,074	0,057	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	milleri	Troglohyphantes milleri	urn:lsid:nmbe.ch:spidersp:013078	Kratochvi­l	1948	1	Bosnia and Herzegovina	-	Kratochvíl, J. (1948). Étude sur les araignées cavernicoles du genre Stygohyphantes gen. nov. Věstník Československé Zoologické Společnosti v Praze 12: 3-24	no	Troglophile	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	0	0	2,75	3,4	2,548	2,8	3,075	2,8	0,911	2,938	1,174	1,201	NA	1,012	1,069	NA	NA	0,438	0,356	NA	NA	2,05	2,38	2,215	0,754	2,05	2,45	2,25	0,766	0,264	0,29	NA	0,19	0,209	0,2	0,058	Present	0,067	0,075	0,066	0,332	0,068	0,059	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	giromettai	Troglohyphantes giromettai	urn:lsid:nmbe.ch:spidersp:013053	Kulczynski	1914	1	Croatia	Croatian Biospeleological Society collection: measured samples CBSS AR 3188 female & 4039 male	Kulczyński_1914/Fage_1919/Kratochvíl_1934/Deeleman-Reinhold_1978b	no	Troglophile	Sheet	0	1	0	0	0	Soil + Wall	Variable	0	0	0	3,2	3,35	2,571	3	3,275	2,85	0,87	3,063	1,39	1,286	1,338	1,06	1,1	1,08	1,239	0,494	0,517	NA	NA	2,69	2,4	2,545	0,831	2,83	2,67	2,75	0,898	0,2835	0,332	NA	0,22	0,265	0,243	0,0245	Present	NA	0,06	0,075	0,34	NA	0,053	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	kordunlikanus	Troglohyphantes kordunlikanus	urn:lsid:nmbe.ch:spidersp:013068	Deeleman-Reinhold	1978	0	Croatia, Bosnia and Herzegovina	small mammals burrows: MSS	Deeleman-Reinhold_1978b	no	Troglophile	Sheet	0	1	1	1	0	Soil + Wall	Variable	0	0	0	2,584	2,4	2,484	2,45	2,4	2,45	1,021	2,425	1,1	1,181	1,14	0,89	1,1	0,995	1,146	0,379	0,411	0,395	0,346	1,78	1,92	1,85	0,763	2,11	2,02	2,065	0,852	0,273	0,262	NA	0,181	0,178	0,18	0,04	Present	0,087	0,058	0,06	0,341	0,052	0,048	1	0	0	0	1	1	0	0	0	0	1
Linyphiidae	Troglohyphantes	poleneci	Troglohyphantes poleneci	urn:lsid:nmbe.ch:spidersp:013094	Wiehle	1964	0	Italy, Slovenia	small mammals burrows: MSS	Wiehle, H. (1964b). Spinnen aus Slovenien, II. Senckenbergiana Biologica 45: 641-652. download pdf;Miller&Polenec_1975b; Deeleman-Reinhold C L (1978b) Revision of the cave-dwelling and related spiders of the genus Troglohyphantes Joseph (Linyphiidae), with special reference to the yugoslav species. Slovenska Akademija Znanosti in Umetnosti, Razred za Prirodoslovne Vede, Classis IV, Historia Naturalis (Prirod. Vede) 23: 1-220	no	Troglophile	Sheet	0	0	1	1	0	Soil + Wall	Partly	0	0	0	NA	2,3	2,16	2,45	2,3	2,305	1,002	2,303	0,91	1,13	1,02	0,77	0,975	0,873	1,169	NA	NA	NA	NA	1,73	1,82	1,775	0,771	1,73	1,92	1,825	0,793	NA	NA	NA	0,18	0,23	0,205	0,045	Present	NA	0,08	0,088	0,346	NA	0,055	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	excavatus	Troglohyphantes excavatus	urn:lsid:nmbe.ch:spidersp:013044	Fage	1919	0	Italy, Austria, Slovenia, Croatia	Croatian Biospeleological Society collection: measured samples CBSSAR6732 male & female	Fage, L. (1919). Biospelogica XL. Etudes sur les araignées cavernicoles. III. Sur le genre Troglohyphantes. Archives de Zoologie Expérimentale et Générale 58: 55-148, pl. 2-8. ; Caporiacco, L. di (1938d). Aracnidi cavernicoli e lucifugi di Postumia. Le Grotte d'Italia, Trieste (2a) 2: 36-41.; Deeleman-Reinhold, C. L. (1978b). Revision of the cave-dwelling and related spiders of the genus Troglohyphantes Joseph (Linyphiidae), with special reference to the Yugoslav species. Slovenska Akademija Znanosti in Umetnosti, Razred za Prirodoslovne Vede, Classis IV, Historia Naturalis (Prirod. Vede) 23: 1-220.	no	Troglophile	Sheet	1	1	1	1	0	Soil + Wall	Variable	0	0	0	2,8	3	2,724	2,3	2,9	2,3	0,793	2,6	0,96	1	0,98	0,77	0,97	0,87	1,126	0,397	0,35	0,374	0,381	2,105	2,3	2,203	0,847	2,255	2,69	2,473	0,951	0,267	0,237	NA	0,186	0,173	0,18	0,04	Present	0,068	0,07	0,073	0,349	0,048	0,03	1	0	0	0	1	1	0	0	0	0	1
Linyphiidae	Troglohyphantes	dalmaticus	Troglohyphantes dalmaticus	urn:lsid:nmbe.ch:spidersp:013034	Kulczynski	1914	1	Croatia	Misure occhi in latino 1914(poco chiare); Croatian Biospeleological Society collection: North Macedonia is wrong locality; measured samples CBSSAR 2225 female	Kulczyński W (1914) Aranearum species novae minusve cognitae, in montibus Kras dictis a Dre C. Absolon aliisque collectae. Bulletin International de l'Academie des Sciences de Cracovie 1914: 353-387; Fage, L. (1919). Biospelogica XL. Etudes sur les araignées cavernicoles. III. Sur le genre Troglohyphantes. Archives de Zoologie Expérimentale et Générale 58: 55-148, pl. 2-8.; 	no	Troglophile	Sheet	0	1	0	0	0	Soil + Wall	Partly	0	0	0	3,915	3,9	NA	NA	3,9	NA	NA	3,9	1,3	NA	NA	1,13	NA	1,13	NA	0,364	NA	NA	NA	2,69	NA	2,69	0,69	2,72	NA	2,72	0,697	0,282	NA	NA	0,215	NA	0,215	0,06	Present	0,083	0,074	0,086	0,353	0,058	0,055	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	sketi	Troglohyphantes sketi	urn:lsid:nmbe.ch:spidersp:013113	Deeleman-Reinhold	1978	0	Slovenia, Croatia	unspecified if Deep or Entrance, howewer in caves;  Croatian Biospeleological Society collection: measured samples CBSSAR 2230 female	Deeleman-Reinhold_1978b	no	Troglophile	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	0	0	NA	2,78	NA	2,88	2,78	2,88	1,036	2,83	1,15	1,34	1,245	0,95	1,15	1,05	1,186	0,38	0,38	0,38	0,305	1,97	2,06	2,015	0,712	2,21	2,3	2,255	0,797	0,249	NA	NA	0,145	NA	0,145	0,035	Present	0,07	0,053	0,05	0,358	0,047	0,058	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	troglodytes	Troglohyphantes troglodytes	urn:lsid:nmbe.ch:spidersp:013126	Kulczynski	1914	1	Croatia, Bosnia and Herzegovina, Montenegro	Measured samples CBSS AR 3455 female & 6130 male	Kulczyński_1914/Fage_1919/Deeleman-Reinhold_1978b	no	Troglophile	Sheet	0	1	0	1	0	Soil + Wall	Variable	0	0	1	2,45	2,85	2,671	2,4	2,65	2,4	0,906	2,525	1,075	1,195	1,135	0,905	1,025	0,965	1,176	0,384	0,409	NA	NA	2,655	2,88	2,768	1,096	2,735	3,1	2,918	1,155	0,238	0,282	NA	0,176	0,186	0,181	0,055	Present	0,08	0,083	0,078	0,408	0,03	0,033	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	dekkingae	Troglohyphantes dekkingae	urn:lsid:nmbe.ch:spidersp:013036	Deeleman-Reinhold	1978	0	Bosnia and Herzegovina	Croatian Biospeleological Society collection: measured samples CBSSAR 5216 & 5198 females	Deeleman-Reinhold_1978b	no	Troglophile	Sheet	1	1	0	0	0	Soil + Wall	Variable	0	0	0	2,972	3,17	2,7	2,9	3,17	2,7	0,852	2,935	1,445	1,325	1,385	1,15	1,15	1,15	1,204	0,337	NA	NA	NA	2,64	2,64	2,64	0,899	2,74	2,65	2,695	0,918	0,261	NA	NA	0,158	NA	0,158	0,055	Present	0,082	0,07	0,07	0,438	0,056	0,04	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	boudewijni	Troglohyphantes boudewijni	urn:lsid:nmbe.ch:spidersp:013016	Deeleman-Reinhold	1974	0	Montenegro	-	Deeleman-Reinhold, C. L. (1978b). Revision of the cave-dwelling and related spiders of the genus Troglohyphantes Joseph (Linyphiidae), with special reference to the Yugoslav species. Slovenska Akademija Znanosti in Umetnosti, Razred za Prirodoslovne Vede, Classis IV, Historia Naturalis (Prirod. Vede) 23: 1-220.	yes	Troglophile	Sheet	1	1	0	0	0	Soil + Wall	Variable	0	0	1	NA	2,59	NA	2,4	2,59	2,4	0,927	2,495	1,05	1,1	1,075	0,96	0,91	0,935	1,15	0,373	0,351	NA	NA	2,64	2,5	2,57	1,03	2,74	2,74	2,74	1,098	0,285	0,299	NA	0,109	0,15	0,13	0,035	Present	NA	0,073	0,07	0,457	NA	0,045	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	hadzii	Troglohyphantes hadzii	urn:lsid:nmbe.ch:spidersp:013057	Kratochvi­l	1934	0	Bosnia and Herzegovina	Croatian Biospeleological Society collection: measured samples CBSSAR 540 female & 545 male	Kratochvíl_1934/Deeleman-Reinhold_1978b	no	Troglophile	Sheet	0	1	0	0	0	Soil + Wall	Variable	0	0	1	2,6	3,06	1,45	2,8	2,83	2,125	0,751	2,478	1,225	1,03	1,128	0,96	0,91	0,935	1,206	0,345	0,321	NA	NA	2,89	2,64	2,765	1,116	3,2	2,78	2,99	1,207	0,261	0,244	NA	0,111	0,125	0,118	0,053	Present	NA	0,075	0,073	0,565	NA	0,05	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	pluto	Troglohyphantes pluto	urn:lsid:nmbe.ch:spidersp:013093	Caporiacco	1938	0	Italy	-	Caporiacco_1938e/Brignoli_1971d/Brignoli_1975c/Pesarini_2001b/Isaia_et_al_2017	no	Troglophile	Sheet	1	1	0	0	0	Soil + Wall	Partly	0	0	0	4	4,2	NA	3,38	4,1	3,38	0,824	3,74	1,6	1,35	1,475	1,4	1,15	1,275	1,157	0,656	0,568	0,612	0,415	3,25	3,14	3,195	0,854	3,35	3,32	3,335	0,892	NA	NA	NA	0,308	0,28	0,294	0,042	Present	0,078	0,067	0,075	0,42	0,59	0,57	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	exul	Troglohyphantes exul	urn:lsid:nmbe.ch:spidersp:013045	Thaler	1987	0	Italy	unspecified if Deep or Entrance, howewer in caves	Thaler_1987a/ Pesarini_1988c	no	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	1	0	NA	3	NA	2,9	3	2,9	0,967	2,95	1,29	1,29	1,29	0,98	1,13	1,055	1,223	NA	NA	NA	NA	2,42	2,49	2,455	0,832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	Absent_Adaptation	0,04	0,04	0,04	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	typhlonetiformis	Troglohyphantes typhlonetiformis	urn:lsid:nmbe.ch:spidersp:013127	Absolon & Kratochvi­l	1932	0	Austria, Slovenia	unspecified if Deep or Entrance, howewer in caves	Absolon & Kratochvíl_1932/Deeleman-Reinhold_1978b/Thaler K (1999) Troglophantes typhlonetiformis Absolon et Kratochvil - neu für Österreich (Arachnida: Araneae: Linyphiidae). Carinthia II 189/109: 467-469	no	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	1	0	NA	2,64	2,1	2,1	2,64	2,1	0,795	2,37	1,06	1,005	1,033	0,835	0,91	0,873	1,183	0,29	0,34	0,315	0,305	2,16	2	2,08	0,878	2,16	2,35	2,255	0,951	NA	NA	NA	NA	NA	NA	0,01	Present	NA	0,013	0,016	NA	NA	0,07	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	polyophthalmus	Troglohyphantes polyophthalmus	urn:lsid:nmbe.ch:spidersp:013095	Joseph	1881	0	Slovenia	-	Simon_1894a/Fage_1919/Deeleman-Reinhold_1978b	yes	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	1	0	3	3,65	NA	3,36	3,575	3,36	0,94	3,468	1,64	1,63	1,635	1,3	1,34	1,32	1,239	0,62	0,72	0,67	0,41	2,515	2,83	2,673	0,771	2,7	3,02	2,86	0,825	NA	NA	NA	NA	NA	NA	0,013	Present	NA	0,023	0,03	NA	NA	0,083	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	jeanneli	Troglohyphantes jeanneli	urn:lsid:nmbe.ch:spidersp:013064	Dumitrescu & Georgescu	1970	0	Romania	unspecified if Deep or Entrance, howewer in caves	 Dumitrescu & Georgescu_1970	no	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	1	0	NA	1,75	NA	1,75	1,75	1,75	1	1,75	0,75	0,75	0,75	0,68	0,68	0,68	1,103	NA	NA	NA	NA	1,35	1,35	1,35	0,771	1,5	1,5	1,5	0,857	NA	NA	NA	NA	NA	NA	0,017	Present	0,033	0,028	0,033	NA	0,042	0,042	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	racovitzai	Troglohyphantes racovitzai	urn:lsid:nmbe.ch:spidersp:013100	Dumitrescu & Georgescu	1970	0	Romania	unspecified if Deep or Entrance, howewer in caves	Dumitrescu&Georgescu_1970	no	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	0	1	NA	2,5	NA	NA	2,5	2,5	1	2,5	0,95	NA	0,95	0,75	NA	0,75	1,267	NA	NA	NA	NA	1,325	1,325	NA	NA	1,5	NA	1,5	0,6	NA	NA	NA	NA	NA	NA	0,02	Present	0,05	0,05	0,05	NA	0,07	0,07	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	herculanus	Troglohyphantes herculanus	urn:lsid:nmbe.ch:spidersp:013060	Kulczynski	1894	1	Romania	unspecified if Deep or Entrance, howewer in caves	Dumitrescu_&_Georgescu_1970/Fage_1931	yes	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	0	0	2,6	3	NA	2,5	2,8	2,5	0,893	2,65	1,125	NA	1,125	0,925	NA	0,92	1,223	NA	NA	NA	NA	1,625	NA	1,62	0,611	1,625	NA	1,625	0,613	NA	NA	NA	NA	NA	NA	0,025	Present	0,05	0,05	0,05	NA	0,05	0,075	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	jamatus	Troglohyphantes jamatus	urn:lsid:nmbe.ch:spidersp:013063	Roewer	1931	0	Slovenia	unspecified if Deep or Entrance, howewer in caves	Roewer_1931/Kratochvíl_1934/Deeleman-Reinhold_1978b	no	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	1	0	2,8	3,6	NA	3	3,2	3	0,938	3,1	1,54	1,68	1,61	1,15	1,39	1,27	1,268	0,58	0,64	0,61	0,379	2,88	2,64	2,76	0,89	3,07	2,87	2,97	0,958	NA	NA	NA	NA	NA	NA	0,03	Present	NA	0,035	0,04	NA	NA	0,1	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	kratochvili	Troglohyphantes kratochvili	urn:lsid:nmbe.ch:spidersp:013069	Drensky	1935	0	North Macedonia	unspecified if Deep or Entrance, howewer in caves	Deeleman-Reinhold_1978b	yes	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	1	0	3,5	3,6	NA	3,36	3,55	3,36	0,946	3,455	1,44	1,58	1,51	1,11	1,15	1,13	1,336	0,45	0,62	0,535	0,354	2,4	2,3	2,35	0,68	2,59	2,4	2,495	0,722	NA	NA	NA	NA	NA	NA	0,03	Present	NA	0,035	0,04	NA	NA	0,08	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	draconis	Troglohyphantes draconis	urn:lsid:nmbe.ch:spidersp:013042	Deeleman-Reinhold	1978	0	North Macedonia, Albania	-	Deeleman-Reinhold C L (1978b) Revision of the cave-dwelling and related spiders of the genus Troglohyphantes Joseph (Linyphiidae), with special reference to the yugoslav species. Slovenska Akademija Znanosti in Umetnosti, Razred za Prirodoslovne Vede, Classis IV, Historia Naturalis (Prirod. Vede) 23: 1-220; Deltshev, C., Vrenosi, B., Blagoev, G., & Lazarov, S. (2011). Spiders of Albania – Faunistic and Zoogeographical Review (Arachnida: Araneae). Acta Zoologica Bulgarica, 63(2), 125–144.	no	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	1	0	NA	3,45	NA	3,12	3,45	3,12	0,904	3,285	1,3	1,44	1,37	1,06	1,15	1,105	1,24	0,37	0,48	0,425	0,31	1,87	2,06	1,965	0,598	1,92	2,16	2,04	0,621	NA	NA	NA	NA	NA	NA	0,033	Present	NA	0,043	0,05	NA	NA	0,08	1	0	0	0	1	1	0	0	0	0	0
Linyphiidae	Troglohyphantes	karawankorum	Troglohyphantes karawankorum	urn:lsid:nmbe.ch:spidersp:013066	Deeleman-Reinhold	1978	0	Austria, Slovenia	-	Deeleman-Reinhold C L (1978b) Revision of the cave-dwelling and related spiders of the genus Troglohyphantes Joseph (Linyphiidae), with special reference to the yugoslav species. Slovenska Akademija Znanosti in Umetnosti, Razred za Prirodoslovne Vede, Classis IV, Historia Naturalis (Prirod. Vede) 23: 1-220; Thaler K (1986b) Über einige Funde von Troglohyphantes-Arten in Kärnten (Österreich) (Arachnida, Aranei: Linyphiidae). Carinthia II 176/96: 287-302 pdf	no	Troglophile	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	1	1	2,3	3,45	2,5	2,9	2,875	2,7	0,939	2,788	1,265	1,28	1,273	1,02	1,045	1,033	1,232	0,48	0,67	0,575	0,452	2,55	2,54	2,545	0,913	3,07	3,12	3,095	1,11	NA	NA	NA	NA	NA	NA	0,035	Present	NA	0,053	0,045	NA	NA	0,07	1	0	0	0	1	1	0	0	0	0	1
Linyphiidae	Troglohyphantes	scientificus	Troglohyphantes scientificus	urn:lsid:nmbe.ch:spidersp:013110	Deeleman-Reinhold	1978	0	Italy, Slovenia	-	Deeleman-Reinhold_1978b	no	Troglobiont	Sheet	1	0	0	0	0	Soil + Wall	Depigmented	0	1	0	NA	4,03	NA	3,6	4,03	3,6	0,893	3,815	1,68	1,58	1,63	1,34	1,28	1,31	1,244	0,62	0,67	0,645	0,396	3,36	3,36	3,36	0,881	3,79	3,6	3,695	0,969	NA	NA	NA	NA	NA	NA	0,035	Present	NA	0,038	0,05	NA	NA	0,13	1	0	0	0	1	1	0	0	0	0	0
